distrito_cod;setor_cod;quadra_cod;lote_cod;unidade;matricula;ocupacao;patrimonio;muro;passeio;topografia;area_total;fracao_ideal;pedologia;isencao_iptu;isencao_taxas;valor_venal_informado;valor_venal_2020
1;1;1;22;1;;Construido;Particular;Sim;Sim;;308,36;;;Tributável;Tributável;;102.461,62
1;1;1;32;1;;Construido;Particular;Sim;Sim;;147,75;;;Tributável;Tributável;;85.526,10
1;1;1;43;1;;Construido;Particular;Sim;Sim;;145,14;;;Tributável;Tributável;;136.687,02
1;1;1;72;1;;Construido;Particular;Sim;Sim;;170,28;;;Tributável;Tributável;;113.330,36
1;1;1;78;1;;Construido;Particular;Sim;Sim;;78,4;;;Tributável;Tributável;;68.572,80
1;1;1;88;1;;Construido;Particular;Sim;Sim;;144;;;Tributável;Tributável;;100.058,54
1;1;1;118;1;;Construido;Particular;Não;Sim;;178,86;;;Tributável;Tributável;;71.193,99
1;1;1;269;1;;Construido;Particular;Não;Sim;;2.139,10;;;Isento;Isento;;651.716,25
1;1;1;284;2;;Construido;Particular;Sim;Sim;;344,95;;;Tributável;Tributável;;266.856,68
1;1;1;299;1;;Construido;Particular;Sim;Sim;;495;;;Tributável;Tributável;;356.839,30
1;1;1;304;1;;Construido;Particular;Sim;Sim;;103,75;;;Tributável;Tributável;;93.358,61
1;1;1;314;1;;Construido;Particular;Sim;Sim;;196,33;;;Tributável;Tributável;;164.959,89
1;1;1;328;1;;Construido;Particular;Sim;Sim;;315;;;Tributável;Tributável;;247.163,12
1;1;1;343;1;;Construido;Particular;Sim;Sim;;491,54;;;Tributável;Tributável;;446.289,75
1;1;1;358;1;;Construido;Particular;Sim;Sim;;295;;;Tributável;Tributável;;209.257,03
1;1;1;372;1;;Construido;Particular;Sim;Sim;;199,52;;;Tributável;Tributável;;46.938,97
1;1;1;392;1;;Construido;Particular;Sim;Sim;;179,93;;;Tributável;Tributável;;42.177,04
1;1;2;281;27;;Construido;Particular;Sim;Sim;;360;;;Tributável;Tributável;;13.086,70
1;1;2;259;2;;Construido;Particular;Sim;Sim;;360;;;Tributável;Tributável;;41.686,65
1;1;2;259;3;;Construido;Particular;Sim;Sim;;360;;;Tributável;Tributável;;41.686,65
1;1;2;259;4;;Construido;Particular;Sim;Sim;;360;;;Tributável;Tributável;;41.686,65
1;1;2;259;5;;Construido;Particular;Sim;Sim;;360;;;Tributável;Tributável;;41.686,65
1;1;2;259;6;;Construido;Particular;Sim;Sim;;360;;;Tributável;Tributável;;41.686,65
1;1;2;281;1;;Construido;Particular;Sim;Sim;;1.701,29;;;Tributável;Tributável;;48.252,97
1;1;2;281;2;;Construido;Particular;Sim;Sim;;1.701,29;;;Tributável;Tributável;;24.424,42
1;1;2;281;3;;Construido;Particular;Sim;Sim;;1.701,29;;;Tributável;Tributável;;23.321,73
1;1;2;281;4;;Construido;Particular;Sim;Sim;;1.701,29;;;Tributável;Tributável;;24.424,42
1;1;2;281;5;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;24.424,42
1;1;2;281;6;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;24.424,42
1;1;2;281;7;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;24.424,42
1;1;2;281;8;;Construido;Particular;Sim;Sim;;1.701,29;;;Tributável;Tributável;;53.407,53
1;1;2;281;9;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;53.672,80
1;1;2;281;10;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;80.494,53
1;1;2;281;11;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;116.103,51
1;1;2;281;12;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;53.041,76
1;1;2;281;13;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;53.041,76
1;1;2;281;14;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;53.749,57
1;1;2;281;15;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;23.206,47
1;1;2;281;16;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;22.929,33
1;1;2;281;17;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;22.953,05
1;1;2;281;18;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;23.283,25
1;1;2;281;19;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;23.206,47
1;1;2;281;20;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;23.206,47
1;1;2;281;21;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;42.396,96
1;1;2;281;22;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;41.347,08
1;1;2;281;23;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;49.485,79
1;1;2;281;24;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;22.033,01
1;1;2;281;25;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;111.485,80
1;1;2;281;26;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;80.706,76
1;1;2;281;28;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;354.101,67
1;1;2;281;31;;Construido;Particular;Não;Sim;;1.701,29;;;Tributável;Tributável;;267.078,82
1;1;2;281;32;;Construido;Particular;Não;Sim;;1.701,29;;;Isento;Isento;;31.172,26
1;1;2;281;33;;Construido;Particular;Não;Sim;;1.701,29;;;Isento;Isento;;31.172,26
1;1;2;298;1;;Construido;Particular;Não;Sim;;2.846,00;;;Tributável;Tributável;;4.995.036,58
1;1;3;144;1;;Construido;Particular;Não;Sim;;790,36;;;Isento;Isento;;0
1;1;3;163;1;;Construido;Particular;Sim;Sim;;780;;;Tributável;Tributável;;236.832,50
1;1;3;163;2;;Construido;Particular;Não;Sim;;719,35;;;Tributável;Tributável;;244.687,12
1;1;3;163;3;;Construido;Particular;Sim;Sim;;719,35;;;Tributável;Tributável;;57.888,61
1;1;3;163;4;;Construido;Particular;Sim;Sim;;719,35;;;Tributável;Tributável;;53.485,85
1;1;3;183;1;;Construido;Particular;Sim;Sim;;880;;;Tributável;Tributável;;577.056,46
1;1;3;243;1;;Construido;Particular;Sim;Sim;;796,8;;;Tributável;Tributável;;471.617,94
1;1;4;61;1;;Em Construção;Particular;Não;Sim;;1.000,00;;;Isento;Isento;;198.484,00
1;1;4;87;1;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;120.416,44
1;1;4;87;2;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;153.316,56
1;1;4;87;3;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;145.422,25
1;1;4;87;4;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;155.728,42
1;1;4;87;5;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;170.470,52
1;1;4;87;6;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;176.154,66
1;1;4;87;7;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;178.047,58
1;1;4;87;8;;Construido;Particular;Sim;Sim;;886;;;Tributável;Tributável;;172.366,13
1;1;4;87;9;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;170.470,52
1;1;4;87;10;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;176.154,66
1;1;4;87;11;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;178.047,58
1;1;4;87;12;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;172.366,13
1;1;4;87;13;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;170.470,52
1;1;4;87;14;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;176.154,66
1;1;4;87;15;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;178.047,58
1;1;4;87;16;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;172.366,13
1;1;4;87;17;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;170.470,52
1;1;4;87;18;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;176.154,66
1;1;4;87;19;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;160.861,37
1;1;4;87;20;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;172.366,13
1;1;4;87;21;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;170.470,52
1;1;4;87;22;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;176.154,66
1;1;4;87;23;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;178.047,58
1;1;4;87;24;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;172.366,13
1;1;4;87;25;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;170.470,52
1;1;4;87;26;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;176.154,66
1;1;4;87;27;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;178.047,58
1;1;4;87;28;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;172.366,13
1;1;4;87;29;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;170.470,52
1;1;4;87;30;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;176.154,66
1;1;4;87;31;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;178.047,58
1;1;4;87;32;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;172.366,13
1;1;4;87;33;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;170.470,52
1;1;4;87;34;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;176.154,66
1;1;4;87;35;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;178.047,58
1;1;4;87;36;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;341.890,18
1;1;4;87;37;;Construido;Particular;Não;Sim;;886;;;Tributável;Tributável;;342.836,64
1;1;4;107;1;;Construido;Particular;Sim;Sim;;247,1;;;Tributável;Tributável;;167.292,51
1;1;4;112;1;;Construido;Particular;Sim;Sim;;71,19;;;Tributável;Tributável;;68.279,30
1;1;4;118;1;;Construido;Particular;Sim;Sim;;84;;;Tributável;Tributável;;67.860,32
1;1;4;141;1;;Construido;Particular;Sim;Sim;;158,95;;;Tributável;Tributável;;124.324,35
1;1;4;223;1;;Não Edificado;Particular;Sim;Sim;;493,37;;;Tributável;Tributável;;132.799,86
1;1;6;23;1;;Construido;Particular;Sim;Sim;;369,47;;;Tributável;Tributável;;212.698,53
1;1;6;23;2;;Construido;Particular;Sim;Sim;;369,47;;;Tributável;Tributável;;154.066,29
1;1;6;35;1;;Construido;Particular;Sim;Sim;;341,8;;;Tributável;Tributável;;163.001,11
1;1;6;37;1;;Construido;Particular;Sim;Sim;;160,97;;;Tributável;Tributável;;94.096,85
1;1;6;47;1;;Construido;Particular;Sim;Sim;;226,37;;;Tributável;Tributável;;129.732,87
1;1;6;84;1;;Construido;Particular;Sim;Sim;;870,04;;;Tributável;Tributável;;316.843,83
1;1;6;84;2;;Construido;Particular;Sim;Sim;;870,04;;;Tributável;Tributável;;82.571,22
1;1;6;92;1;;Construido;Particular;Sim;Sim;;125,39;;;Isento;Isento;;86.455,23
1;1;6;113;1;;Construido;Particular;Sim;Sim;;162,17;;;Tributável;Tributável;;48.703,94
1;1;6;113;2;;Construido;Particular;Não;Sim;;162,17;;;Tributável;Tributável;;55.826,52
1;1;6;113;4;;Construido;Particular;Não;Sim;;162,17;;;Tributável;Tributável;;42.860,08
1;1;6;113;5;;Construido;Particular;Não;Sim;;162,17;;;Tributável;Tributável;;74.476,32
1;1;6;124;1;;Construido;Particular;Sim;Sim;;270,47;;;Tributável;Tributável;;263.159,61
1;1;6;145;1;;Construido;Particular;Sim;Sim;;776;;;Tributável;Tributável;;789.745,19
1;1;6;155;1;;Construido;Particular;Sim;Sim;;358,61;;;Tributável;Tributável;;38.521,08
1;1;6;155;2;;Construido;Particular;Sim;Sim;;358,61;;;Tributável;Tributável;;169.136,40
1;1;6;155;3;;Construido;Particular;Sim;Sim;;358,61;;;Tributável;Tributável;;68.986,32
1;1;6;221;1;;Construido;Particular;Sim;Sim;;1.035,90;;;Tributável;Tributável;;1.222.061,58
1;1;6;234;1;;Construido;Particular;Sim;Sim;;306,12;;;Tributável;Tributável;;249.587,79
1;1;6;243;1;;Construido;Particular;Sim;Sim;;588,4;;;Tributável;Tributável;;240.311,16
1;1;6;264;1;;Construido;Particular;Não;Sim;;618,22;;;Tributável;Tributável;;276.461,43
1;1;6;311;1;;Construido;Particular;Sim;Sim;;609,2;;;Tributável;Tributável;;137.758,92
1;1;6;311;2;;Construido;Particular;Não;Sim;;609,2;;;Tributável;Tributável;;104.129,40
1;1;6;325;1;;Construido;Particular;Sim;Sim;;517,26;;;Tributável;Tributável;;225.421,55
1;1;7;18;1;;Construido;Particular;Sim;Sim;;121,63;;;Tributável;Tributável;;31.566,61
1;1;7;36;1;;Construido;Particular;Sim;Sim;;67,23;;;Tributável;Tributável;;19.440,72
1;1;7;36;2;;Construido;Particular;Sim;Sim;;67,23;;;Tributável;Tributável;;34.089,41
1;1;7;36;3;;Construido;Particular;Sim;Sim;;67,23;;;Tributável;Tributável;;70.378,54
1;1;7;55;1;;Construido;Particular;Sim;Sim;;225,78;;;Tributável;Tributável;;126.917,99
1;1;7;84;1;;Construido;Particular;Não;Sim;;137,5;;;Tributável;Tributável;;77.246,28
1;1;7;84;2;;Construido;Particular;Sim;Sim;;137,5;;;Tributável;Tributável;;74.375,02
1;1;7;104;2;;Construido;Particular;Sim;Sim;;630;;;Tributável;Tributável;;81.408,84
1;1;7;104;3;;Construido;Particular;Sim;Sim;;630;;;Tributável;Tributável;;41.842,98
1;1;7;119;2;;Construido;Particular;Sim;Sim;;124;;;Tributável;Tributável;;101.560,81
1;1;7;122;1;;Construido;Particular;Sim;Sim;;90,37;;;Tributável;Tributável;;54.476,77
1;1;7;122;2;;Construido;Particular;Não;Sim;;90,37;;;Tributável;Tributável;;57.774,58
1;1;7;122;3;;Construido;Particular;Não;Sim;;90,37;;;Tributável;Tributável;;57.774,58
1;1;7;140;1;;Construido;Particular;Sim;Sim;;206;;;Tributável;Tributável;;173.136,82
1;1;7;148;2;;Construido;Particular;Sim;Sim;;182,99;;;Tributável;Tributável;;41.051,15
1;1;7;148;3;;Construido;Particular;Sim;Sim;;182,99;;;Tributável;Tributável;;95.234,96
1;1;7;148;4;;Construido;Particular;Não;Sim;;182,99;;;Tributável;Tributável;;56.954,78
1;1;7;148;5;;Construido;Particular;Não;Sim;;182,99;;;Tributável;Tributável;;92.913,36
1;1;7;183;1;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;56.255,96
1;1;7;183;2;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;58.610,64
1;1;7;183;3;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;47.662,48
1;1;7;183;4;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;52.005,06
1;1;7;183;5;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;63.950,85
1;1;7;183;6;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;47.662,48
1;1;7;183;7;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;47.662,48
1;1;7;183;8;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;63.950,85
1;1;7;183;9;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;63.950,85
1;1;7;183;10;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;47.662,48
1;1;7;183;11;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;47.662,48
1;1;7;183;12;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;63.950,85
1;1;7;183;13;;Construido;Particular;Sim;Sim;;301;;;Tributável;Tributável;;63.950,85
1;1;7;198;1;;Construido;Particular;Sim;Sim;;401,66;;;Tributável;Tributável;;242.278,32
1;1;7;104;1;;Construido;Particular;Sim;Sim;;630;;;Tributável;Tributável;;260.758,40
1;1;7;231;1;;Construido;Particular;Sim;Sim;;255,07;;;Tributável;Tributável;;168.134,17
1;1;7;235;1;;Construido;Particular;Sim;Sim;;55,4;;;Tributável;Tributável;;37.341,22
1;1;7;247;1;;Construido;Particular;Não;Sim;;66,02;;;Tributável;Tributável;;53.058,89
1;1;7;248;1;;Construido;Particular;Sim;Sim;;201;;;Tributável;Tributável;;267.722,13
1;1;7;249;1;;Construido;Particular;Sim;Sim;;46;;;Tributável;Tributável;;89.798,08
1;1;7;255;1;;Construido;Particular;Sim;Sim;;92,92;;;Tributável;Tributável;;51.244,28
1;1;7;260;1;;Construido;Particular;Sim;Sim;;134;;;Tributável;Tributável;;231.906,98
1;1;7;277;1;;Construido;Particular;Sim;Sim;;54,35;;;Tributável;Tributável;;31.267,14
1;1;8;99;1;;Construido;Particular;Sim;Sim;;3.030,00;;;Tributável;Tributável;;2.391.776,63
1;1;8;99;2;;Construido;Particular;Sim;Sim;;3.030,00;;;Tributável;Tributável;;270.378,85
1;1;8;99;3;;Construido;Particular;Não;Sim;;3.030,00;;;Tributável;Tributável;;66.927,72
1;1;8;110;1;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;50.945,89
1;1;8;110;2;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;21.621,08
1;1;8;110;3;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;24.966,86
1;1;8;110;4;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;20.367,10
1;1;8;110;5;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;43.084,70
1;1;8;110;6;;Construido;Particular;Não;Sim;;234,8;;;Tributável;Tributável;;64.594,56
1;1;8;110;7;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;48.780,57
1;1;8;110;8;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;31.825,85
1;1;8;110;9;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;30.159,94
1;1;8;110;10;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;60.670,02
1;1;8;110;11;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;48.780,57
1;1;8;110;12;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;31.825,85
1;1;8;110;13;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;30.159,94
1;1;8;110;14;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;60.670,02
1;1;8;110;15;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;116.600,63
1;1;8;110;16;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;31.825,85
1;1;8;110;17;;Construido;Particular;Não;Sim;;234,9;;;Tributável;Tributável;;30.159,94
1;1;8;121;1;;Construido;Particular;Não;Sim;;234;;;Tributável;Tributável;;154.339,76
1;1;8;121;2;;Construido;Particular;Não;Sim;;234;;;Tributável;Tributável;;79.188,02
1;1;8;121;3;;Construido;Particular;Não;Sim;;234;;;Tributável;Tributável;;83.019,80
1;1;8;121;4;;Construido;Particular;Não;Sim;;234;;;Tributável;Tributável;;79.188,02
1;1;8;121;5;;Construido;Particular;Não;Sim;;234;;;Tributável;Tributável;;83.913,00
1;1;8;121;6;;Construido;Particular;Não;Sim;;234;;;Tributável;Tributável;;85.661,66
1;1;8;164;1;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;120.384,89
1;1;8;164;3;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;38.549,12
1;1;8;164;4;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;50.102,17
1;1;8;164;5;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;32.663,61
1;1;8;164;6;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;36.447,07
1;1;8;164;7;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.349,78
1;1;8;164;8;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;26.997,14
1;1;8;164;9;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;26.997,14
1;1;8;164;10;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.963,97
1;1;8;164;11;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;24.649,80
1;1;8;164;12;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;32.663,61
1;1;8;164;13;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;36.447,07
1;1;8;164;14;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.349,78
1;1;8;164;15;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;26.997,14
1;1;8;164;16;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.349,78
1;1;8;164;17;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.963,97
1;1;8;164;18;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.963,97
1;1;8;164;19;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;32.663,61
1;1;8;164;20;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;36.447,07
1;1;8;164;21;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.349,78
1;1;8;164;22;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;26.997,14
1;1;8;164;23;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.349,78
1;1;8;164;24;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.963,97
1;1;8;164;25;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.963,97
1;1;8;164;26;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;33.278,16
1;1;8;164;27;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.349,78
1;1;8;164;28;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.349,78
1;1;8;164;29;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;26.997,14
1;1;8;164;30;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.349,78
1;1;8;164;31;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.963,97
1;1;8;164;32;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.963,97
1;1;8;164;33;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;32.663,61
1;1;8;164;34;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;36.447,07
1;1;8;164;35;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.349,78
1;1;8;164;36;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;26.997,14
1;1;8;164;37;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.349,78
1;1;8;164;38;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.963,97
1;1;8;164;39;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.963,97
1;1;8;164;40;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;32.663,61
1;1;8;164;41;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;36.447,07
1;1;8;164;42;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.349,78
1;1;8;164;43;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;26.997,14
1;1;8;164;44;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.349,78
1;1;8;164;45;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;28.963,97
1;1;8;164;46;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;24.649,80
1;1;8;164;47;;Construido;Particular;Sim;Sim;;372;;;Tributável;Tributável;;32.049,05
1;1;8;164;48;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;41.172,04
1;1;8;164;49;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;32.395,34
1;1;8;164;50;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;37.799,71
1;1;8;164;51;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;33.747,97
1;1;8;164;52;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;30.199,25
1;1;8;164;53;;Construido;Particular;Não;Sim;;372;;;Tributável;Tributável;;27.734,88
1;1;8;208;1;;Construido;Particular;Não;Sim;;420;;;Tributável;Tributável;;325.557,70
1;1;8;208;2;;Construido;Particular;Não;Sim;;420;;;Tributável;Tributável;;31.053,02
1;1;8;208;3;;Construido;Particular;Não;Sim;;420;;;Tributável;Tributável;;46.579,51
1;1;8;208;4;;Construido;Particular;Sim;Sim;;420;;;Tributável;Tributável;;31.053,02
1;1;8;208;5;;Construido;Particular;Não;Sim;;420;;;Tributável;Tributável;;48.083,79
1;1;8;208;6;;Construido;Particular;Sim;Sim;;420;;;Tributável;Tributável;;70.453,43
1;1;8;208;7;;Construido;Particular;Sim;Sim;;420;;;Tributável;Tributável;;88.072,96
1;1;8;208;8;;Construido;Particular;Não;Sim;;420;;;Tributável;Tributável;;91.901,95
1;1;8;208;9;;Construido;Particular;Sim;Sim;;420;;;Tributável;Tributável;;48.083,79
1;1;8;208;10;;Construido;Particular;Sim;Sim;;420;;;Tributável;Tributável;;82.712,38
1;1;8;208;11;;Construido;Particular;Sim;Sim;;420;;;Tributável;Tributável;;58.200,67
1;1;8;208;12;;Construido;Particular;Sim;Sim;;420;;;Tributável;Tributável;;87.307,16
1;1;9;61;1;;Construido;Particular;Não;Sim;;1.702,00;;;Tributável;Tributável;;40.054,60
1;1;9;61;2;;Construido;Particular;Não;Sim;;1.702,00;;;Tributável;Tributável;;40.054,60
1;1;9;61;3;;Construido;Particular;Não;Sim;;1.702,00;;;Isento;Isento;;871.052,24
1;1;9;61;4;;Construido;Particular;Não;Sim;;1.702,00;;;Isento;Tributável;;681.758,44
1;1;9;61;5;;Construido;Particular;Não;Sim;;1.702,00;;;Tributável;Tributável;;60.081,90
1;1;9;61;6;;Construido;Particular;Não;Sim;;1.702,00;;;Tributável;Tributável;;57.688,63
1;1;9;61;7;;Construido;Particular;Não;Sim;;1.702,00;;;Tributável;Tributável;;84.112,19
1;1;9;61;8;;Construido;Particular;Não;Sim;;1.702,00;;;Tributável;Tributável;;42.555,04
1;1;9;61;9;;Construido;Particular;Não;Sim;;1.702,00;;;Tributável;Tributável;;42.555,04
1;1;9;93;1;;Construido;Particular;Não;Sim;;420;;;Tributável;Tributável;;67.498,73
1;1;9;93;2;;Construido;Particular;Não;Sim;;420;;;Tributável;Tributável;;76.124,99
1;1;9;93;3;;Construido;Particular;Não;Sim;;420;;;Tributável;Tributável;;55.360,26
1;1;9;93;4;;Construido;Particular;Não;Sim;;420;;;Tributável;Tributável;;120.003,34
1;1;9;93;5;;Construido;Particular;Não;Sim;;420;;;Tributável;Tributável;;123.104,10
1;1;9;93;6;;Construido;Particular;Não;Sim;;420;;;Tributável;Tributável;;37.634,84
1;1;9;93;7;;Construido;Particular;Não;Sim;;420;;;Tributável;Tributável;;43.906,28
1;1;9;103;1;;Construido;Particular;Não;Sim;;253;;;Tributável;Tributável;;32.388,21
1;1;9;103;2;;Construido;Particular;Não;Sim;;253;;;Tributável;Tributável;;137.899,95
1;1;9;103;3;;Construido;Particular;Não;Sim;;253;;;Tributável;Tributável;;51.282,33
1;1;9;103;4;;Construido;Particular;Não;Sim;;253;;;Tributável;Tributável;;74.442,83
1;1;9;119;1;;Construido;Particular;Não;Sim;;710;;;Tributável;Tributável;;676.913,87
