tipo_logradouro;logradouro;bairro;numero;complemento;loteamento
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;179;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;191;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;203;;18
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;213;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;239;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;243;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;10;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;20;A PAV. SUPERIOR;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;64;A SUB SOLO;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;84;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;94;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;104;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;114;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;118;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;128;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;138;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;;;
RUA;LUIZ GONZAGA MACHADO;JARDIM ALVORADA;64;PAV SUP;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;253;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;259;;18
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;261;;18
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;271;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;;;18
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;293;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;307;;18
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;315;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;327;;18
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;339;;18
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;349;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;;;18
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;385;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;415;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;435;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;425;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;;LOTE VAGO;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;455;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;465;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;485;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;495;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;505;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;515;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;521;;
AV.;ANTONIO FERREIRA DA SILVA;CAXAMBU VELHO;;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;22;;
RUA;PINTO DE MOURA;CENTRO;527;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;112;A;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;112;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;126;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;138;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;140;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;148;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;160;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;172;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;172;A;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;188;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;206;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;218;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;230;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;280;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;310;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;388;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;400;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;244;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;412;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;240;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;452;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;460;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;462;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;486;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;502;;
RUA;MARIA DE JESUS GONCALVES;JARDIM IMPERIAL;92;;
RUA;MARIA DE JESUS GONCALVES;JARDIM IMPERIAL;92;A;
RUA;MARIA DE JESUS GONCALVES;JARDIM IMPERIAL;104;;8
RUA;MARIA DE JESUS GONCALVES;JARDIM IMPERIAL;108;(((WEMERSON VALERIO)));8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;;;8
RUA;MARIA DE JESUS GONCALVES;JARDIM IMPERIAL;;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;192;;
RUA;MARIA DE JESUS GONCALVES;JARDIM IMPERIAL;26;;
RUA;MARIA DE JESUS GONCALVES;JARDIM IMPERIAL;36;#NOME?;
RUA;MARIA DE JESUS GONCALVES;JARDIM IMPERIAL;36;#NOME?;
RUA;MARIA DE JESUS GONCALVES;JARDIM IMPERIAL;48;;
RUA;MARIA DE JESUS GONCALVES;JARDIM IMPERIAL;58;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;415;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;401;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;389;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;377;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;363;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;351;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;339;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;327;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;315;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;303;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;305;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;301;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;289;#NOME?;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;255;;8
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;247;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;235;;
RUA;MARIA CONCEICAO NOGUEIRA;JARDIM IMPERIAL;231;;
RUA;RANGEL PEREIRA;JARDIM IMPERIAL;71;;
RUA;RANGEL PEREIRA;JARDIM IMPERIAL;59;;
RUA;RANGEL PEREIRA;JARDIM IMPERIAL;47;;
RUA;RANGEL PEREIRA;JARDIM IMPERIAL;45;;
RUA;RANGEL PEREIRA;JARDIM IMPERIAL;35;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;15;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;401;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;391;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;391;A- FUNDOS;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;379;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;359;CASA 03;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;75;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;347;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;335;CASA 1;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;323;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;323;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;311;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;;OFICINA;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;299;A/CDIEGO FERNANDES DE OLIVEIRA;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;315;FUNDOS;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;309;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;303;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;303;A - CASA - TATIANA;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;291;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;185; ;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;237;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;241;( MARCIO PEREIRA PINTO);
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;223;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;203;;
RUA;21 DE ABRIL;SANTA CRUZ;;TERREO LOJA;
RUA;21 DE ABRIL;SANTA CRUZ;;PAV 01 RESID;
RUA;21 DE ABRIL;SANTA CRUZ;;PAV 02 RESID;
RUA;21 DE ABRIL;SANTA CRUZ;246;A;8
RUA;21 DE ABRIL;SANTA CRUZ;246;;10
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;36;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;50;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;62; ;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;62;A FUNDOS;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;; ;8
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;92;A;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;92;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;102;;8
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;122;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;130;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;;;8
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;154; ;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;204;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;242;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;254;;
RUA;MARECHAL DEODORO;CENTRO;321;;8
RUA;MARECHAL DEODORO;SANTA CRUZ;311;E M JOHN KENNEDY;
RUA;MARECHAL DEODORO;CENTRO;283;;
RUA;PRAXEDES COSTA;SANTA CRUZ;165;;
RUA;PRAXEDES COSTA;SANTA CRUZ;146;;
RUA;PRAXEDES COSTA;SANTA CRUZ;152;RESIDENCIA;
RUA;PRAXEDES COSTA;SANTA CRUZ;166;;
RUA;PRAXEDES COSTA;SANTA CRUZ;176;;
RUA;PRAXEDES COSTA;SANTA CRUZ;188;;
RUA;PRAXEDES COSTA;SANTA CRUZ;;;
RUA;PRAXEDES COSTA;SANTA CRUZ;;;
RUA;PRAXEDES COSTA;SANTA CRUZ;220;;
RUA;PRAXEDES COSTA;SANTA CRUZ;232;;
RUA;PRAXEDES COSTA;SANTA CRUZ;244;;
RUA;PRAXEDES COSTA;SANTA CRUZ;256;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;121;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;105;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;91;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;75;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;63;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;51;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;39;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;35;;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;33;A;
RUA;MARCOS ROSENTAL;JARDIM IMPERIAL;11;;
PÇA;QUINTINO BOCAIUVA;CENTRO;37;;
PÇA;QUINTINO BOCAIUVA;CENTRO;20;;
PÇA;QUINTINO BOCAIUVA;CENTRO;20;A;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;38;FRENTE;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;38;DEPOS;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;8;;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;42;;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;46;;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;62;;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;72;;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;82;;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;94;;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;110;;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;126;;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;142;;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;162;;
RUA;DOUTOR EVALDO BUSTAMANTE;PARQUE BELA VISTA;156;;
RUA;DOUTOR EVALDO BUSTAMANTE;PARQUE BELA VISTA;168;;
RUA;DOUTOR EVALDO BUSTAMANTE;PARQUE BELA VISTA;168;#NOME?;
RUA;DOUTOR EVALDO BUSTAMANTE;PARQUE BELA VISTA;180; - A;
RUA;DOUTOR EVALDO BUSTAMANTE;PARQUE BELA VISTA;180; - FRENTE;
RUA;DOUTOR EVALDO BUSTAMANTE;PARQUE BELA VISTA;159;;
RUA;DOUTOR EVALDO BUSTAMANTE;PARQUE BELA VISTA;179;;
RUA;21 DE ABRIL;SANTA CRUZ;659;;
RUA;21 DE ABRIL;SANTA CRUZ;669;;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;382;#NOME?;
RUA;21 DE ABRIL;SANTA CRUZ;651;#NOME?;
RUA;21 DE ABRIL;SANTA CRUZ;267; - A;
RUA;21 DE ABRIL;SANTA CRUZ;631;;
RUA;21 DE ABRIL;CENTRO;317;;
RUA;21 DE ABRIL;CENTRO;247;;
RUA;21 DE ABRIL;CENTRO;237;;
RUA;21 DE ABRIL;CENTRO;227;FUNDOS;
RUA;21 DE ABRIL;CENTRO;223;;
RUA;21 DE ABRIL;CENTRO;215;;
RUA;21 DE ABRIL;CENTRO;211;;
RUA;21 DE ABRIL;CENTRO;185;;
RUA;21 DE ABRIL;CENTRO;185;A;
RUA;21 DE ABRIL;CENTRO;193;;
RUA;21 DE ABRIL;CENTRO;177;#NOME?;
RUA;21 DE ABRIL;CENTRO;171;;
RUA;21 DE ABRIL;CENTRO;165;;
RUA;21 DE ABRIL;CENTRO;155;;
RUA;21 DE ABRIL;CENTRO;135;;
RUA;PAULO ALVES;CENTRO;125;A SERRALHERIA;
RUA;21 DE ABRIL;CENTRO;125;RES PAV SUPER;
BCO;JOSE GERALDO CERNY;CENTRO;14;;
BCO;JOSE GERALDO CERNY;CENTRO;12;;
BCO;JOSE GERALDO CERNY;CENTRO;18;;
BCO;JOSE GERALDO CERNY;CENTRO;22;;
BCO;JOSE GERALDO CERNY;CENTRO;46;;
BCO;JOSE GERALDO CERNY;CENTRO;46;A;
BCO;JOSE GERALDO CERNY;CENTRO;56;FUNDOS;
BCO;JOSE GERALDO CERNY;CENTRO;76;#NOME?;
BCO;JOSE GERALDO CERNY;CENTRO;65;;
BCO;JOSE GERALDO CERNY;CENTRO;53;JULIO CESAR PEREIRA DE SOUZA;
BCO;JOSE GERALDO CERNY;CENTRO;39;;
RUA;PAULO ALVES;CENTRO;274;;
RUA;PAULO ALVES;CENTRO;282;;
RUA;PAULO ALVES;CENTRO;298;;
RUA;PAULO ALVES;CENTRO;300;;
RUA;PAULO ALVES;CENTRO;314;;
RUA;PAULO ALVES;CENTRO;306;;
RUA;PAULO ALVES;CENTRO;328;;
RUA;PAULO ALVES;CENTRO;346;FUNDOS;
RUA;PAULO ALVES;CENTRO;346;;
RUA;PAULO ALVES;CENTRO;346;C CASA;
RUA;PAULO ALVES;CENTRO;346;D COMERCI0;
RUA;SEBASTIAO LUIZ RODRIGUES DA SILVA;CENTRO;55;;
RUA;SEBASTIAO LUIZ RODRIGUES DA SILVA;CENTRO;45;;
RUA;SEBASTIAO LUIZ RODRIGUES DA SILVA;CENTRO;58;A;
RUA;SEBASTIAO LUIZ RODRIGUES DA SILVA;CENTRO;145;;
RUA;SEBASTIAO LUIZ RODRIGUES DA SILVA;CENTRO;135;;
RUA;SEBASTIAO LUIZ RODRIGUES DA SILVA;CENTRO;58;;
RUA;SEBASTIAO LUIZ RODRIGUES DA SILVA;CENTRO;143;;
RUA;SEBASTIAO LUIZ RODRIGUES DA SILVA;CENTRO;35;;PROC
RUA;SEBASTIAO LUIZ RODRIGUES DA SILVA;CENTRO;25;;
RUA;SEBASTIAO LUIZ RODRIGUES DA SILVA;CENTRO;15;;
RUA;MANOEL JOAQUIM;CENTRO;379;;
RUA;MANOEL JOAQUIM;CENTRO;371;;
RUA;MANOEL JOAQUIM;CENTRO;351;;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;197;;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;197;A;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;187;;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;181;;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;165;;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;147;JOSE MACARIO DOS SANTOS;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;147;A FUNDOS;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;143;;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;141;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;405;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;377;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;377;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;397;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;387;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;;GALPAO FABRICA;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;283;LOJA;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;315;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;255;FRENTE;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;255;A FUNDOS;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;241;A PAV 02;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;241;PAV 01;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;213;1o.PAVIMENTO;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;213;2o.PAVIMENTO;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;199;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;199;C;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;199;A;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;199;B COMERCIO;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;179;;
AV.;APIO CARDOSO;CENTRO;610;;
AV.;APIO CARDOSO;CENTRO;620;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;189;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;169;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;163;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;149;A/C DE MARIA CRISTINA;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;141;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;125;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;113;;TEMPLO PUBLICO
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;566;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;566;A;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;97;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;61;" B "" LOJA""";
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;61;RESID.;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;37;PAVIMENTO SUPERIOR;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;37;#NOME?;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;;BAR PAVIMENTO TER;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;492;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;77;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;87;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;514;TERREO;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;516;PAV SUPER;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;586;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;585;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;565;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;596;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;565;#NOME?;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;545;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;519;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;515;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;505;CASA 07 - VILA OLGA;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;505;CASA 06 - VILA OLGA;
AV.;APIO CARDOSO;CENTRO;480;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;505;CASA 03 - VILA OLGA;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;505;CASA 04 - VILA OLGA;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;505;VILA OLGA - CASA 5;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;503;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;489;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;505;VILA OLGA - CASA 02;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;89;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;55;A;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;55;;
RUA;DOUTOR POLYCARPO DE MAGALHAES VIOTTI;CENTRO;101;APARTAMENTO;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;97;#NOME?;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;67;A LOJA A;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;67;B LOJA B;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;67;RESID;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;57;;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;59;;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;57;B;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;45;LOJA CEMIG;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;45;A SOBRELOJA;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;45;B APARTAMENTO;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;31;;
RUA;DOUTOR CARLOS BUSTAMANTE;CENTRO;21;;
AV.;APIO CARDOSO;CENTRO;;LOJA 01;
AV.;APIO CARDOSO;CENTRO;;LOJA 02;
AV.;APIO CARDOSO;CENTRO;;LOJA 03;
AV.;APIO CARDOSO;CENTRO;;LOJA 04;
AV.;APIO CARDOSO;CENTRO;626; ;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;82;IGREJA;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;82;APTO 101;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;82;APTO  102;
RUA;VENANCIO FIGUEIREDO;PARQUE BELA VISTA;13;FUNDOS-A;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;96;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;112;TERREO;CONF
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;112;C COMERCIO;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;114;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;122;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;122;LOJA A;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;142;RESID;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;162;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;172;F;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;172;;
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;178;;TEMPLO PUBLICO
AV.;GOVERNADOR MAGALHAES PINTO;CENTRO;184;;
